soilBearingCapacity,loadsActing,ironQuality,sandType,noOfRows,noOfCols,noOfStairs,earthquakeLoad,windLoad,concreteMix,years,price
shallow,dead ,High,utility,6,4,10,prone,100,3,18,13400000
shallow,dead ,High,fill,6,4,10,prone,100,4,19,13400000
shallow,dead ,High,concrete,6,4,10,prone,100,5,9,13400000
shallow,dead ,High,pit,6,4,10,prone,100,6,20,13400000
shallow,dead ,High,utility,6,4,10,prone,200,1,16,26400000
shallow,dead ,High,fill,6,4,10,prone,200,2,18,26400000
shallow,dead ,High,concrete,6,4,10,prone,200,3,19,26400000
shallow,dead ,High,pit,6,4,10,prone,200,4,20,26400000
shallow,dead ,High,utility,6,4,10,prone,200,5,16,26400000
shallow,dead ,High,fill,6,4,10,prone,200,6,14,26400000
shallow,dead ,High,concrete,6,4,10,prone,300,1,19,39400000
shallow,dead ,High,pit,6,4,10,prone,300,2,9,39400000
shallow,dead ,High,utility,6,4,10,prone,300,3,11,39400000
shallow,dead ,High,fill,6,4,10,prone,300,4,6,39400000
shallow,dead ,High,concrete,6,4,10,prone,300,5,12,39400000
shallow,dead ,High,pit,6,4,10,prone,300,6,10,39400000
shallow,dead ,High,utility,6,4,10,prone,500,1,19,65400000
shallow,dead ,High,fill,6,4,10,prone,500,2,18,65400000
shallow,dead ,High,concrete,6,4,10,prone,500,3,15,65400000
shallow,dead ,High,pit,6,4,10,prone,500,4,17,65400000
shallow,dead ,High,utility,6,4,10,prone,500,5,20,65400000
shallow,dead ,High,fill,6,4,10,prone,500,6,18,65400000
shallow,dead ,High,concrete,6,4,10,notProne,100,1,50,13400000
shallow,dead ,High,pit,6,4,10,notProne,100,2,47,13400000
shallow,dead ,High,utility,6,4,10,notProne,100,3,43,13400000
shallow,dead ,High,fill,6,4,10,notProne,100,4,45,13400000
shallow,dead ,High,concrete,6,4,10,notProne,100,5,37,13400000
shallow,dead ,High,pit,6,4,10,notProne,100,6,35,13400000
shallow,dead ,High,utility,6,4,10,notProne,200,1,38,26400000
shallow,dead ,High,fill,6,4,10,notProne,200,2,39,26400000
shallow,dead ,High,concrete,6,4,10,notProne,200,3,35,26400000
shallow,dead ,High,pit,6,4,10,notProne,200,4,40,26400000
shallow,dead ,High,utility,6,4,10,notProne,200,5,37,26400000
shallow,dead ,High,fill,6,4,10,notProne,200,6,33,26400000
shallow,dead ,High,concrete,6,4,10,notProne,300,1,45,39400000
shallow,dead ,High,pit,6,4,10,notProne,300,2,42,39400000
shallow,dead ,High,utility,6,4,10,notProne,300,3,37,39400000
shallow,dead ,High,fill,6,4,10,notProne,300,4,40,39400000
shallow,dead ,High,concrete,6,4,10,notProne,300,5,42,39400000
shallow,dead ,High,pit,6,4,10,notProne,300,6,30,39400000
shallow,dead ,High,utility,6,4,10,notProne,500,1,33,65400000
shallow,dead ,High,fill,6,4,10,notProne,500,2,34,65400000
shallow,dead ,High,concrete,6,4,10,notProne,500,3,30,65400000
shallow,dead ,High,pit,6,4,10,notProne,500,4,35,65400000
shallow,dead ,High,utility,6,4,10,notProne,500,5,32,65400000
shallow,dead ,High,fill,6,4,10,notProne,500,6,29,65400000
shallow,dead ,High,concrete,6,4,14,prone,100,1,7,18600000
shallow,dead ,High,pit,6,4,14,prone,100,2,12,18600000
shallow,dead ,High,utility,6,4,14,prone,100,3,16,18600000
shallow,dead ,High,fill,6,4,14,prone,100,4,17,18600000
shallow,dead ,High,concrete,6,4,14,prone,100,5,7,18600000
shallow,dead ,High,pit,6,4,14,prone,100,6,18,18600000
shallow,dead ,High,utility,6,4,14,prone,200,1,14,36800000
shallow,dead ,High,fill,6,4,14,prone,200,2,16,36800000
shallow,dead ,High,concrete,6,4,14,prone,200,3,17,36800000
shallow,dead ,High,pit,6,4,14,prone,200,4,18,36800000
shallow,dead ,High,utility,6,4,14,prone,200,5,14,36800000
shallow,dead ,High,fill,6,4,14,prone,200,6,12,36800000
shallow,dead ,High,concrete,6,4,14,prone,300,1,17,55000000
shallow,dead ,High,pit,6,4,14,prone,300,2,7,55000000
shallow,dead ,High,utility,6,4,14,prone,300,3,9,55000000
shallow,dead ,High,fill,6,4,14,prone,300,4,19,55000000
shallow,dead ,High,concrete,6,4,14,prone,300,5,10,55000000
shallow,dead ,High,pit,6,4,14,prone,300,6,8,55000000
shallow,dead ,High,utility,6,4,14,prone,500,1,17,91400000
shallow,dead ,High,fill,6,4,14,prone,500,2,16,91400000
shallow,dead ,High,concrete,6,4,14,prone,500,3,13,91400000
shallow,dead ,High,pit,6,4,14,prone,500,4,15,91400000
shallow,dead ,High,utility,6,4,14,prone,500,5,18,91400000
shallow,dead ,High,fill,6,4,14,prone,500,6,16,91400000
shallow,dead ,High,concrete,6,4,14,notProne,100,1,48,18600000
shallow,dead ,High,pit,6,4,14,notProne,100,2,45,18600000
shallow,dead ,High,utility,6,4,14,notProne,100,3,41,18600000
shallow,dead ,High,fill,6,4,14,notProne,100,4,43,18600000
shallow,dead ,High,concrete,6,4,14,notProne,100,5,35,18600000
shallow,dead ,High,pit,6,4,14,notProne,100,6,33,18600000
shallow,dead ,High,utility,6,4,14,notProne,200,1,36,36800000
shallow,dead ,High,fill,6,4,14,notProne,200,2,37,36800000
shallow,dead ,High,concrete,6,4,14,notProne,200,3,33,36800000
shallow,dead ,High,pit,6,4,14,notProne,200,4,38,36800000
shallow,dead ,High,utility,6,4,14,notProne,200,5,35,36800000
shallow,dead ,High,fill,6,4,14,notProne,200,6,31,36800000
shallow,dead ,High,concrete,6,4,14,notProne,300,1,43,55000000
shallow,dead ,High,pit,6,4,14,notProne,300,2,40,55000000
shallow,dead ,High,utility,6,4,14,notProne,300,3,39,55000000
shallow,dead ,High,fill,6,4,14,notProne,300,4,38,55000000
shallow,dead ,High,concrete,6,4,14,notProne,300,5,40,55000000
shallow,dead ,High,pit,6,4,14,notProne,300,6,28,55000000
shallow,dead ,High,utility,6,4,14,notProne,500,1,31,91400000
shallow,dead ,High,fill,6,4,14,notProne,500,2,32,91400000
shallow,dead ,High,concrete,6,4,14,notProne,500,3,28,91400000
shallow,dead ,High,pit,6,4,14,notProne,500,4,33,91400000
shallow,dead ,High,utility,6,4,14,notProne,500,5,30,91400000
shallow,dead ,High,fill,6,4,14,notProne,500,6,27,91400000
shallow,dead ,High,concrete,6,4,18,prone,100,1,19,23800000
shallow,dead ,High,pit,6,4,18,prone,100,2,9,23800000
shallow,dead ,High,utility,6,4,18,prone,100,3,13,23800000
shallow,dead ,High,fill,6,4,18,prone,100,4,14,23800000
shallow,dead ,High,concrete,6,4,18,prone,100,5,19,23800000
shallow,dead ,High,pit,6,4,18,prone,100,6,15,23800000
shallow,dead ,High,utility,6,4,18,prone,200,1,17,47200000
shallow,dead ,High,fill,6,4,18,prone,200,2,13,47200000
shallow,dead ,High,concrete,6,4,18,prone,200,3,14,47200000
shallow,dead ,High,pit,6,4,18,prone,200,4,15,47200000
shallow,dead ,High,utility,6,4,18,prone,200,5,11,47200000
shallow,dead ,High,fill,6,4,18,prone,200,6,9,47200000
shallow,dead ,High,concrete,6,4,18,prone,300,1,14,70600000
shallow,dead ,High,pit,6,4,18,prone,300,2,19,70600000
shallow,dead ,High,utility,6,4,18,prone,300,3,6,70600000
shallow,dead ,High,fill,6,4,18,prone,300,4,16,70600000
shallow,dead ,High,concrete,6,4,18,prone,300,5,7,70600000
shallow,dead ,High,pit,6,4,18,prone,300,6,20,70600000
shallow,dead ,High,utility,6,4,18,prone,500,1,14,116400000
shallow,dead ,High,fill,6,4,18,prone,500,2,13,116400000
shallow,dead ,High,concrete,6,4,18,prone,500,3,10,116400000
shallow,dead ,High,pit,6,4,18,prone,500,4,12,116400000
shallow,dead ,High,utility,6,4,18,prone,500,5,15,116400000
shallow,dead ,High,fill,6,4,18,prone,500,6,13,116400000
shallow,dead ,High,concrete,6,4,18,notProne,100,1,45,23800000
shallow,dead ,High,pit,6,4,18,notProne,100,2,42,23800000
shallow,dead ,High,utility,6,4,18,notProne,100,3,38,23800000
shallow,dead ,High,fill,6,4,18,notProne,100,4,40,23800000
shallow,dead ,High,concrete,6,4,18,notProne,100,5,32,23800000
shallow,dead ,High,pit,6,4,18,notProne,100,6,30,23800000
shallow,dead ,High,utility,6,4,18,notProne,200,1,33,47200000
shallow,dead ,High,fill,6,4,18,notProne,200,2,34,47200000
shallow,dead ,High,concrete,6,4,18,notProne,200,3,30,47200000
shallow,dead ,High,pit,6,4,18,notProne,200,4,35,47200000
shallow,dead ,High,utility,6,4,18,notProne,200,5,32,47200000
shallow,dead ,High,fill,6,4,18,notProne,200,6,28,47200000
shallow,dead ,High,concrete,6,4,18,notProne,300,1,40,70600000
shallow,dead ,High,pit,6,4,18,notProne,300,2,37,70600000
shallow,dead ,High,utility,6,4,18,notProne,300,3,36,70600000
shallow,dead ,High,fill,6,4,18,notProne,300,4,35,70600000
shallow,dead ,High,concrete,6,4,18,notProne,300,5,37,70600000
shallow,dead ,High,pit,6,4,18,notProne,300,6,25,70600000
shallow,dead ,High,utility,6,4,18,notProne,500,1,28,116400000
shallow,dead ,High,fill,6,4,18,notProne,500,2,29,116400000
shallow,dead ,High,concrete,6,4,18,notProne,500,3,25,116400000
shallow,dead ,High,pit,6,4,18,notProne,500,4,30,116400000
shallow,dead ,High,utility,6,4,18,notProne,500,5,27,116400000
shallow,dead ,High,fill,6,4,18,notProne,500,6,24,116400000
shallow,dead ,Medium,concrete,3,2,2,prone,100,1,20,2000000
shallow,dead ,Medium,pit,3,2,2,prone,100,2,10,2000000
shallow,dead ,Medium,utility,3,2,2,prone,100,3,13,2000000
shallow,dead ,Medium,fill,3,2,2,prone,100,4,15,2000000
shallow,dead ,Medium,concrete,3,2,2,prone,100,5,19,2000000
shallow,dead ,Medium,pit,3,2,2,prone,100,6,15,2000000
shallow,dead ,Medium,utility,3,2,2,prone,200,1,11,4600000
shallow,dead ,Medium,fill,3,2,2,prone,200,2,13,4600000
shallow,dead ,Medium,concrete,3,2,2,prone,200,3,14,4600000
shallow,dead ,Medium,pit,3,2,2,prone,200,4,20,4600000
shallow,dead ,Medium,utility,3,2,2,prone,200,5,12,4600000
shallow,dead ,Medium,fill,3,2,2,prone,200,6,10,4600000
shallow,dead ,Medium,concrete,3,2,2,prone,300,1,15,7200000
shallow,dead ,Medium,pit,3,2,2,prone,300,2,20,7200000
shallow,dead ,Medium,utility,3,2,2,prone,300,3,7,7200000
shallow,dead ,Medium,fill,3,2,2,prone,300,4,16,7200000
shallow,dead ,Medium,concrete,3,2,2,prone,300,5,8,7200000
shallow,dead ,Medium,pit,3,2,2,prone,300,6,6,7200000
shallow,dead ,Medium,utility,3,2,2,prone,500,1,12,12400000
shallow,dead ,Medium,fill,3,2,2,prone,500,2,14,12400000
shallow,dead ,Medium,concrete,3,2,2,prone,500,3,16,12400000
shallow,dead ,Medium,pit,3,2,2,prone,500,4,6,12400000
shallow,dead ,Medium,utility,3,2,2,prone,500,5,14,12400000
shallow,dead ,Medium,fill,3,2,2,prone,500,6,11,12400000
shallow,dead ,Medium,concrete,3,2,2,notProne,100,1,55,2000000
shallow,dead ,Medium,pit,3,2,2,notProne,100,2,52,2000000
shallow,dead ,Medium,utility,3,2,2,notProne,100,3,48,2000000
shallow,dead ,Medium,fill,3,2,2,notProne,100,4,50,2000000
shallow,dead ,Medium,concrete,3,2,2,notProne,100,5,42,2000000
shallow,dead ,Medium,pit,3,2,2,notProne,100,6,40,2000000
shallow,dead ,Medium,utility,3,2,2,notProne,200,1,43,4600000
shallow,dead ,Medium,fill,3,2,2,notProne,200,2,44,4600000
shallow,dead ,Medium,concrete,3,2,2,notProne,200,3,40,4600000
shallow,dead ,Medium,pit,3,2,2,notProne,200,4,45,4600000
shallow,dead ,Medium,utility,3,2,2,notProne,200,5,42,4600000
shallow,dead ,Medium,fill,3,2,2,notProne,200,6,38,4600000
shallow,dead ,Medium,concrete,3,2,2,notProne,300,1,50,7200000
shallow,dead ,Medium,pit,3,2,2,notProne,300,2,37,7200000
shallow,dead ,Medium,utility,3,2,2,notProne,300,3,43,7200000
shallow,dead ,Medium,fill,3,2,2,notProne,300,4,45,7200000
shallow,dead ,Medium,concrete,3,2,2,notProne,300,5,37,7200000
shallow,dead ,Medium,pit,3,2,2,notProne,300,6,35,7200000
shallow,dead ,Medium,utility,3,2,2,notProne,500,1,38,12400000
shallow,dead ,Medium,fill,3,2,2,notProne,500,2,39,12400000
shallow,dead ,Medium,concrete,3,2,2,notProne,500,3,35,12400000
shallow,dead ,Medium,pit,3,2,2,notProne,500,4,40,12400000
shallow,dead ,Medium,utility,3,2,2,notProne,500,5,37,12400000
shallow,dead ,Medium,fill,3,2,2,notProne,500,6,33,12400000
shallow,dead ,Medium,concrete,3,2,6,prone,200,1,9,15000000
shallow,dead ,Medium,pit,3,2,6,prone,200,2,14,15000000
shallow,dead ,Medium,utility,3,2,6,prone,200,3,17,15000000
shallow,dead ,Medium,fill,3,2,6,prone,200,4,19,15000000
shallow,dead ,Medium,concrete,3,2,6,prone,200,5,8,15000000
shallow,dead ,Medium,pit,3,2,6,prone,200,6,19,15000000
shallow,dead ,Medium,utility,3,2,6,prone,300,1,15,22800000
shallow,dead ,Medium,fill,3,2,6,prone,300,2,17,23800000
shallow,dead ,Medium,concrete,3,2,6,prone,300,3,18,22800000
shallow,dead ,Medium,pit,3,2,6,prone,300,4,9,23800000
shallow,dead ,Medium,utility,3,2,6,prone,300,5,16,22800000
shallow,dead ,Medium,fill,3,2,6,prone,300,6,14,23800000
shallow,dead ,Medium,concrete,3,2,6,prone,500,1,19,38400000
shallow,dead ,Medium,pit,3,2,6,prone,500,2,9,38400000
shallow,dead ,Medium,utility,3,2,6,prone,500,3,21,38400000
shallow,dead ,Medium,fill,3,2,6,prone,500,4,20,38400000
shallow,dead ,Medium,concrete,3,2,6,prone,500,5,12,38400000
shallow,dead ,Medium,pit,3,2,6,prone,500,6,10,38400000
shallow,dead ,Medium,utility,3,2,6,notProne,100,1,45,7200000
shallow,dead ,Medium,fill,3,2,6,notProne,100,2,42,7200000
shallow,dead ,Medium,concrete,3,2,6,notProne,100,3,38,7200000
shallow,dead ,Medium,pit,3,2,6,notProne,100,4,40,7200000
shallow,dead ,Medium,utility,3,2,6,notProne,100,5,32,7200000
shallow,dead ,Medium,fill,3,2,6,notProne,100,6,30,7200000
shallow,dead ,Medium,concrete,3,2,6,notProne,200,1,33,15000000
shallow,dead ,Medium,pit,3,2,6,notProne,200,2,34,15000000
shallow,dead ,Medium,utility,3,2,6,notProne,200,3,30,15000000
shallow,dead ,Medium,fill,3,2,6,notProne,200,4,35,15000000
shallow,dead ,Medium,concrete,3,2,6,notProne,200,5,32,15000000
shallow,dead ,Medium,pit,3,2,6,notProne,200,6,28,15000000
shallow,dead ,Medium,utility,3,2,6,notProne,300,1,40,22800000
shallow,dead ,Medium,fill,3,2,6,notProne,300,2,37,23800000
shallow,dead ,Medium,concrete,3,2,6,notProne,300,3,33,22800000
shallow,dead ,Medium,pit,3,2,6,notProne,300,4,35,23800000
shallow,dead ,Medium,utility,3,2,6,notProne,300,5,27,22800000
shallow,dead ,Medium,fill,3,2,6,notProne,300,6,25,23800000
shallow,dead ,Medium,concrete,3,2,6,notProne,500,1,28,38400000
shallow,dead ,Medium,pit,3,2,6,notProne,500,2,29,38400000
shallow,dead ,Medium,utility,3,2,6,notProne,500,3,25,38400000
shallow,dead ,Medium,fill,3,2,6,notProne,500,4,30,38400000
shallow,dead ,Medium,concrete,3,2,6,notProne,500,5,27,38400000
shallow,dead ,Medium,pit,3,2,6,notProne,500,6,23,38400000
shallow,dead ,Medium,utility,3,2,10,prone,100,1,6,12400000
shallow,dead ,Medium,fill,3,2,10,prone,100,2,9,12400000
shallow,dead ,Medium,concrete,3,2,10,prone,100,3,13,12400000
shallow,dead ,Medium,pit,3,2,10,prone,100,4,14,12400000
shallow,dead ,Medium,utility,3,2,10,prone,100,5,19,12400000
shallow,dead ,Medium,fill,3,2,10,prone,100,6,15,12400000
shallow,dead ,Medium,concrete,3,2,10,prone,200,1,11,25400000
shallow,dead ,Medium,pit,3,2,10,prone,200,2,13,25400000
shallow,dead ,Medium,utility,3,2,10,prone,200,3,14,25400000
shallow,dead ,Medium,fill,3,2,10,prone,200,4,15,25400000
shallow,dead ,Medium,concrete,3,2,10,prone,200,5,11,25400000
shallow,dead ,Medium,pit,3,2,10,prone,200,6,14,25400000
shallow,dead ,Medium,utility,3,2,10,prone,300,1,14,38400000
shallow,dead ,Medium,fill,3,2,10,prone,300,2,20,38400000
shallow,dead ,Medium,concrete,3,2,10,prone,300,3,6,38400000
shallow,dead ,Medium,pit,3,2,10,prone,300,4,17,38400000
shallow,dead ,Medium,utility,3,2,10,prone,300,5,7,38400000
shallow,dead ,Medium,fill,3,2,10,prone,300,6,20,38400000
shallow,dead ,Medium,concrete,3,2,10,prone,500,1,14,64400000
shallow,dead ,Medium,pit,3,2,10,prone,500,2,13,64400000
shallow,dead ,Medium,utility,3,2,10,prone,500,3,10,64400000
shallow,dead ,Medium,fill,3,2,10,prone,500,4,12,64400000
shallow,dead ,Medium,concrete,3,2,10,prone,500,5,15,64400000
shallow,dead ,Medium,pit,3,2,10,prone,500,6,13,64400000
shallow,dead ,Medium,utility,3,2,10,notProne,100,1,40,12400000
shallow,dead ,Medium,fill,3,2,10,notProne,100,2,37,12400000
shallow,dead ,Medium,concrete,3,2,10,notProne,100,3,33,12400000
shallow,dead ,Medium,pit,3,2,10,notProne,100,4,35,12400000
shallow,dead ,Medium,utility,3,2,10,notProne,100,5,27,12400000
shallow,dead ,Medium,fill,3,2,10,notProne,100,6,25,12400000
shallow,dead ,Medium,concrete,3,2,10,notProne,200,1,28,25400000
shallow,dead ,Medium,pit,3,2,10,notProne,200,2,29,25400000
shallow,dead ,Medium,utility,3,2,10,notProne,200,3,25,25400000
shallow,dead ,Medium,fill,3,2,10,notProne,200,4,30,25400000
shallow,dead ,Medium,concrete,3,2,10,notProne,200,5,37,25400000
shallow,dead ,Medium,pit,3,2,10,notProne,200,6,23,25400000
shallow,dead ,Medium,utility,3,2,10,notProne,300,1,35,38400000
shallow,dead ,Medium,fill,3,2,10,notProne,300,2,32,38400000
shallow,dead ,Medium,concrete,3,2,10,notProne,300,3,27,38400000
shallow,dead ,Medium,pit,3,2,10,notProne,300,4,30,38400000
shallow,dead ,Medium,utility,3,2,10,notProne,300,5,32,38400000
shallow,dead ,Medium,fill,3,2,10,notProne,300,6,20,38400000
shallow,dead ,Medium,concrete,3,2,10,notProne,500,1,23,64400000
shallow,dead ,Medium,pit,3,2,10,notProne,500,2,24,64400000
shallow,dead ,Medium,utility,3,2,10,notProne,500,3,20,64400000
shallow,dead ,Medium,fill,3,2,10,notProne,500,4,25,64400000
shallow,dead ,Medium,concrete,3,2,10,notProne,500,5,22,64400000
shallow,dead ,Medium,pit,3,2,10,notProne,500,6,9,64400000
shallow,dead ,Medium,utility,3,2,14,prone,100,1,18,17600000
shallow,dead ,Medium,fill,3,2,14,prone,100,2,8,17600000
shallow,dead ,Medium,concrete,3,2,14,prone,100,3,12,17600000
shallow,dead ,Medium,pit,3,2,14,prone,100,4,12,17600000
shallow,dead ,Medium,utility,3,2,14,prone,100,5,18,17600000
shallow,dead ,Medium,fill,3,2,14,prone,100,6,14,17600000
shallow,dead ,Medium,concrete,3,2,14,prone,200,1,10,35800000
shallow,dead ,Medium,pit,3,2,14,prone,200,2,12,35800000
shallow,dead ,Medium,utility,3,2,14,prone,200,3,13,35800000
shallow,dead ,Medium,fill,3,2,14,prone,200,4,15,35800000
shallow,dead ,Medium,concrete,3,2,14,prone,200,5,11,35800000
shallow,dead ,Medium,pit,3,2,14,prone,200,6,10,35800000
shallow,dead ,Medium,utility,3,2,14,prone,300,1,15,54000000
shallow,dead ,Medium,fill,3,2,14,prone,300,2,18,54000000
shallow,dead ,Medium,concrete,3,2,14,prone,300,3,20,54000000
shallow,dead ,Medium,pit,3,2,14,prone,300,4,15,54000000
shallow,dead ,Medium,utility,3,2,14,prone,300,5,6,54000000
shallow,dead ,Medium,fill,3,2,14,prone,300,6,19,54000000
shallow,dead ,Medium,concrete,3,2,14,prone,500,1,14,90400000
shallow,dead ,Medium,pit,3,2,14,prone,500,2,12,90400000
shallow,dead ,Medium,utility,3,2,14,prone,500,3,10,90400000
shallow,dead ,Medium,fill,3,2,14,prone,500,4,10,90400000
shallow,dead ,Medium,concrete,3,2,14,prone,500,5,13,90400000
shallow,dead ,Medium,pit,3,2,14,prone,500,6,15,90400000
shallow,dead ,Medium,utility,3,2,14,notProne,100,1,38,17600000
shallow,dead ,Medium,fill,3,2,14,notProne,100,2,35,17600000
shallow,dead ,Medium,concrete,3,2,14,notProne,100,3,31,17600000
shallow,dead ,Medium,pit,3,2,14,notProne,100,4,23,17600000
shallow,dead ,Medium,utility,3,2,14,notProne,100,5,25,17600000
shallow,dead ,Medium,fill,3,2,14,notProne,100,6,23,17600000
shallow,dead ,Medium,concrete,3,2,14,notProne,200,1,26,35800000
shallow,dead ,Medium,pit,3,2,14,notProne,200,2,27,35800000
shallow,dead ,Medium,utility,3,2,14,notProne,200,3,23,35800000
shallow,dead ,Medium,fill,3,2,14,notProne,200,4,28,35800000
shallow,dead ,Medium,concrete,3,2,14,notProne,200,5,25,35800000
shallow,dead ,Medium,pit,3,2,14,notProne,200,6,21,35800000
shallow,dead ,Medium,utility,3,2,14,notProne,300,1,33,54000000
shallow,dead ,Medium,fill,3,2,14,notProne,300,2,30,54000000
shallow,dead ,Medium,concrete,3,2,14,notProne,300,3,29,54000000
shallow,dead ,Medium,pit,3,2,14,notProne,300,4,28,54000000
shallow,dead ,Medium,utility,3,2,14,notProne,300,5,30,54000000
shallow,dead ,Medium,fill,3,2,14,notProne,300,6,18,54000000
shallow,dead ,Medium,concrete,3,2,14,notProne,500,1,21,90400000
shallow,dead ,Medium,pit,3,2,14,notProne,500,2,22,90400000
shallow,dead ,Medium,utility,3,2,14,notProne,500,3,18,90400000
shallow,dead ,Medium,fill,3,2,14,notProne,500,4,23,90400000
shallow,dead ,Medium,concrete,3,2,14,notProne,500,5,20,90400000
shallow,dead ,Medium,pit,3,2,14,notProne,500,6,17,90400000
shallow,dead ,Medium,utility,3,2,18,prone,100,1,16,22800000
shallow,dead ,Medium,fill,3,2,18,prone,100,2,20,22800000
shallow,dead ,Medium,concrete,3,2,18,prone,100,3,10,22800000
shallow,dead ,Medium,pit,3,2,18,prone,100,4,11,22800000
shallow,dead ,Medium,utility,3,2,18,prone,100,5,14,22800000
shallow,dead ,Medium,fill,3,2,18,prone,100,6,11,22800000
shallow,dead ,Medium,concrete,3,2,18,prone,200,1,13,46200000
shallow,dead ,Medium,pit,3,2,18,prone,200,2,10,46200000
shallow,dead ,Medium,utility,3,2,18,prone,200,3,10,46200000
shallow,dead ,Medium,fill,3,2,18,prone,200,4,11,46200000
shallow,dead ,Medium,concrete,3,2,18,prone,200,5,10,46200000
shallow,dead ,Medium,pit,3,2,18,prone,200,6,11,46200000
shallow,dead ,Medium,utility,3,2,18,prone,300,1,12,69600000
shallow,dead ,Medium,fill,3,2,18,prone,300,2,15,69600000
shallow,dead ,Medium,concrete,3,2,18,prone,300,3,17,69600000
shallow,dead ,Medium,pit,3,2,18,prone,300,4,13,69600000
shallow,dead ,Medium,utility,3,2,18,prone,300,5,16,69600000
shallow,dead ,Medium,fill,3,2,18,prone,300,6,17,69600000
shallow,dead ,Medium,concrete,3,2,18,prone,500,1,11,115400000
shallow,dead ,Medium,pit,3,2,18,prone,500,2,11,115400000
shallow,dead ,Medium,utility,3,2,18,prone,500,3,9,115400000
shallow,dead ,Medium,fill,3,2,18,prone,500,4,11,115400000
shallow,dead ,Medium,concrete,3,2,18,prone,500,5,12,115400000
